"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(9.0.0)","CAF.GGXWDG_NGDP.A","OBS_VALUE","Central African Republic","Gross debt, General government, Percent of GDP","Annual","Units","49.285","47.381","47.868","44.888","42.767","46.940","49.913","55.641","60.659","57.143"
"IMF.RES:WEO(9.0.0)","BDI.NID_NGDP.A","OBS_VALUE","Burundi","Gross capital formation, Percent of GDP","Annual","Units","17.786","18.286","18.786","19.286","19.930","21.769","20.936","22.320","19.586","19.226"
"IMF.RES:WEO(9.0.0)","CPV.GGXWDG_NGDP.A","OBS_VALUE","Cabo Verde","Gross debt, General government, Percent of GDP","Annual","Units","115.632","112.994","112.282","109.761","144.284","149.522","127.599","117.516","111.230","106.018"
"IMF.RES:WEO(9.0.0)","CPV.NGDPDPC.A","OBS_VALUE","Cabo Verde","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3748.574","4029.572","4431.844","4504.665","3646.827","4072.362","4445.469","4912.817","5328.899","5671.001"
"IMF.RES:WEO(9.0.0)","GNQ.GGXWDG_NGDP.A","OBS_VALUE","Equatorial Guinea, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","41.139","36.235","40.569","43.189","49.386","42.293","29.759","39.085","36.436","36.601"
"IMF.RES:WEO(9.0.0)","COD.NID_NGDP.A","OBS_VALUE","Congo, Democratic Republic of the","Gross capital formation, Percent of GDP","Annual","Units","12.188","12.375","12.467","13.359","11.496","13.927","11.879","15.662","13.757","14.353"
"IMF.RES:WEO(9.0.0)","GNQ.NGDPDPC.A","OBS_VALUE","Equatorial Guinea, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9200.000","9621.136","10129.619","8355.696","7045.629","8415.533","9155.152","7990.773","8029.117","8228.755"
"IMF.RES:WEO(9.0.0)","COG.NID_NGDP.A","OBS_VALUE","Congo, Republic of","Gross capital formation, Percent of GDP","Annual","Units","71.267","45.894","29.527","25.900","23.732","22.157","26.394","27.364","27.146","28.874"
"IMF.RES:WEO(9.0.0)","COM.GGXWDG_NGDP.A","OBS_VALUE","Comoros, Union of the","Gross debt, General government, Percent of GDP","Annual","Units","16.162","18.934","17.022","21.229","24.316","26.276","28.177","28.705","32.158","30.246"
"IMF.RES:WEO(9.0.0)","COM.NGDPDPC.A","OBS_VALUE","Comoros, Union of the","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1356.892","1414.088","1518.800","1501.981","1510.592","1549.471","1438.569","1526.630","1620.431","1773.102"
"IMF.RES:WEO(9.0.0)","CAF.NID_NGDP.A","OBS_VALUE","Central African Republic","Gross capital formation, Percent of GDP","Annual","Units","13.335","13.263","16.086","14.283","18.470","15.639","14.824","14.977","15.662","16.136"
"IMF.RES:WEO(9.0.0)","COD.GGXWDG_NGDP.A","OBS_VALUE","Congo, Democratic Republic of the","Gross debt, General government, Percent of GDP","Annual","Units","32.979","23.180","19.288","19.393","23.697","25.264","23.783","26.979","22.547","19.070"
"IMF.RES:WEO(9.0.0)","BEN.GGXWDG_NGDP.A","OBS_VALUE","Benin","Gross debt, General government, Percent of GDP","Annual","Units","35.923","39.384","40.828","40.375","46.142","50.288","54.187","54.904","53.435","50.741"
"IMF.RES:WEO(9.0.0)","COD.NGDPDPC.A","OBS_VALUE","Congo, Democratic Republic of the","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","477.259","478.789","564.342","578.891","571.751","615.655","683.479","674.615","721.901","772.032"
"IMF.RES:WEO(9.0.0)","BEN.NGDPDPC.A","OBS_VALUE","Benin","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1010.255","1060.339","1158.452","1154.817","1199.234","1319.528","1267.424","1394.580","1481.855","1635.236"
"IMF.RES:WEO(9.0.0)","GNQ.NID_NGDP.A","OBS_VALUE","Equatorial Guinea, Republic of","Gross capital formation, Percent of GDP","Annual","Units","28.897","28.897","28.897","28.897","28.897","28.897","28.897","28.897","28.897","28.897"
"IMF.RES:WEO(9.0.0)","BEN.NID_NGDP.A","OBS_VALUE","Benin","Gross capital formation, Percent of GDP","Annual","Units","20.272","19.486","21.053","21.695","25.634","28.851","31.148","34.531","35.062","33.835"
"IMF.RES:WEO(9.0.0)","ERI.GGXWDG_NGDP.A","OBS_VALUE","Eritrea, The State of","Gross debt, General government, Percent of GDP","Annual","Units","251.228","290.386","267.092","260.393","","","","","",""
"IMF.RES:WEO(9.0.0)","GNB.NGDPDPC.A","OBS_VALUE","Guinea-Bissau","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","748.089","864.141","894.667","836.954","838.847","928.350","907.623","1035.294","1105.343","1225.352"
"IMF.RES:WEO(9.0.0)","GHA.NID_NGDP.A","OBS_VALUE","Ghana","Gross capital formation, Percent of GDP","Annual","Units","25.456","19.566","21.709","18.647","18.224","17.037","15.522","9.900","9.957","10.522"
"IMF.RES:WEO(9.0.0)","GHA.NGDPDPC.A","OBS_VALUE","Ghana","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1912.480","2012.288","2195.321","2186.659","2195.455","2445.187","2229.891","2383.904","2405.795","3193.071"
"IMF.RES:WEO(9.0.0)","GIN.NGDPDPC.A","OBS_VALUE","Guinea","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","679.964","796.038","891.887","986.528","1008.687","1139.967","1334.939","1468.578","1571.553","1741.139"
"IMF.RES:WEO(9.0.0)","GAB.NID_NGDP.A","OBS_VALUE","Gabon","Gross capital formation, Percent of GDP","Annual","Units","36.097","29.948","27.009","29.954","30.053","33.499","29.942","33.798","35.454","33.639"
"IMF.RES:WEO(9.0.0)","GMB.GGXWDG_NGDP.A","OBS_VALUE","Gambia, The","Gross debt, General government, Percent of GDP","Annual","Units","80.662","86.979","83.596","82.967","85.888","83.113","83.863","80.239","79.957","74.433"
"IMF.RES:WEO(9.0.0)","ERI.NGDPDPC.A","OBS_VALUE","Eritrea, The State of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","655.424","557.857","580.845","566.731","","","","","",""
"IMF.RES:WEO(9.0.0)","ETH.NID_NGDP.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Gross capital formation, Percent of GDP","Annual","Units","37.349","38.444","34.163","35.264","30.752","28.025","25.342","22.169","20.395","22.785"
"IMF.RES:WEO(9.0.0)","ERI.NID_NGDP.A","OBS_VALUE","Eritrea, The State of","Gross capital formation, Percent of GDP","Annual","Units","6.926","8.657","2.927","5.006","","","","","",""
"IMF.RES:WEO(9.0.0)","ETH.GGXWDG_NGDP.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Gross debt, General government, Percent of GDP","Annual","Units","51.803","55.278","58.449","54.699","53.697","53.772","46.927","38.737","32.660","46.742"
"IMF.RES:WEO(9.0.0)","ETH.NGDPDPC.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","790.789","822.704","839.861","948.851","969.014","974.103","1142.927","1511.357","1310.469","994.042"
"IMF.RES:WEO(9.0.0)","GMB.NID_NGDP.A","OBS_VALUE","Gambia, The","Gross capital formation, Percent of GDP","Annual","Units","12.569","20.627","15.661","19.509","20.596","22.239","24.857","25.618","25.256","24.180"
"IMF.RES:WEO(9.0.0)","GMB.NGDPDPC.A","OBS_VALUE","Gambia, The","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","683.998","676.656","729.035","768.921","747.886","820.584","831.843","849.230","864.847","889.920"
"IMF.RES:WEO(9.0.0)","GAB.NGDPDPC.A","OBS_VALUE","Gabon","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7082.218","7370.349","8198.560","8111.318","7289.453","9113.808","9478.244","9079.289","9257.978","9303.040"
"IMF.RES:WEO(9.0.0)","GAB.GGXWDG_NGDP.A","OBS_VALUE","Gabon","Gross debt, General government, Percent of GDP","Annual","Units","64.495","62.926","62.342","59.778","83.040","72.945","65.589","70.586","72.722","76.223"
"IMF.RES:WEO(9.0.0)","KEN.NGDPDPC.A","OBS_VALUE","Kenya","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1688.852","1805.398","1987.302","2107.735","2068.176","2208.691","2265.658","2099.499","2274.946","2549.284"
"IMF.RES:WEO(9.0.0)","LSO.NID_NGDP.A","OBS_VALUE","Lesotho, Kingdom of","Gross capital formation, Percent of GDP","Annual","Units","27.148","24.970","24.401","25.685","31.315","33.634","31.708","30.033","30.080","30.472"
"IMF.RES:WEO(9.0.0)","GNB.GGXWDG_NGDP.A","OBS_VALUE","Guinea-Bissau","Gross debt, General government, Percent of GDP","Annual","Units","59.095","51.783","59.068","65.129","77.592","78.797","80.690","79.390","82.207","76.175"
"IMF.RES:WEO(9.0.0)","GIN.NID_NGDP.A","OBS_VALUE","Guinea","Gross capital formation, Percent of GDP","Annual","Units","24.955","11.974","19.674","17.311","17.195","17.834","17.365","15.928","15.263","15.116"
"IMF.RES:WEO(9.0.0)","GIN.GGXWDG_NGDP.A","OBS_VALUE","Guinea","Gross debt, General government, Percent of GDP","Annual","Units","40.643","39.897","37.461","37.336","45.255","40.569","37.904","40.354","48.835","42.200"
"IMF.RES:WEO(9.0.0)","GNB.NID_NGDP.A","OBS_VALUE","Guinea-Bissau","Gross capital formation, Percent of GDP","Annual","Units","18.131","18.121","19.167","16.159","17.541","18.323","18.071","17.223","17.453","18.453"
"IMF.RES:WEO(9.0.0)","GHA.GGXWDG_NGDP.A","OBS_VALUE","Ghana","Gross debt, General government, Percent of GDP","Annual","Units","55.942","56.984","61.976","62.927","79.089","86.875","92.723","79.092","70.348","59.081"
"IMF.RES:WEO(9.0.0)","LBY.NID_NGDP.A","OBS_VALUE","Libya","Gross capital formation, Percent of GDP","Annual","Units","13.800","13.708","15.134","14.163","28.546","27.044","28.576","27.112","26.750","24.145"
"IMF.RES:WEO(9.0.0)","MDG.GGXWDG_NGDP.A","OBS_VALUE","Madagascar, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","40.281","40.130","42.896","41.253","52.871","49.440","49.886","52.660","50.329","49.748"
"IMF.RES:WEO(9.0.0)","MWI.NGDPDPC.A","OBS_VALUE","Malawi","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","415.016","466.559","501.113","543.685","567.590","580.923","567.203","591.286","504.498","622.470"
"IMF.RES:WEO(9.0.0)","KEN.NID_NGDP.A","OBS_VALUE","Kenya","Gross capital formation, Percent of GDP","Annual","Units","19.348","20.663","19.376","19.342","19.652","20.391","19.054","16.571","16.777","18.098"
"IMF.RES:WEO(9.0.0)","MWI.GGXWDG_NGDP.A","OBS_VALUE","Malawi","Gross debt, General government, Percent of GDP","Annual","Units","37.080","39.975","40.808","41.187","53.858","66.546","75.698","86.699","87.579","80.419"
"IMF.RES:WEO(9.0.0)","CIV.NGDPDPC.A","OBS_VALUE","Côte d'Ivoire","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1896.474","2000.090","2167.041","2173.778","2209.109","2478.224","2351.187","2560.951","2723.207","3015.643"
"IMF.RES:WEO(9.0.0)","LBR.GGXWDG_NGDP.A","OBS_VALUE","Liberia","Gross debt, General government, Percent of GDP","Annual","Units","28.608","31.839","37.130","48.550","58.670","53.280","54.294","57.822","57.181","55.692"
"IMF.RES:WEO(9.0.0)","LBR.NGDPDPC.A","OBS_VALUE","Liberia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","709.824","706.239","677.356","623.887","589.810","667.170","739.665","799.279","851.188","904.221"
"IMF.RES:WEO(9.0.0)","LSO.GGXWDG_NGDP.A","OBS_VALUE","Lesotho, Kingdom of","Gross debt, General government, Percent of GDP","Annual","Units","41.450","40.992","48.191","58.219","54.690","57.959","64.362","61.464","56.830","57.054"
"IMF.RES:WEO(9.0.0)","KEN.GGXWDG_NGDP.A","OBS_VALUE","Kenya","Gross debt, General government, Percent of GDP","Annual","Units","50.399","53.866","56.449","59.085","67.959","68.232","67.800","73.405","67.338","68.019"
"IMF.RES:WEO(9.0.0)","LSO.NGDPDPC.A","OBS_VALUE","Lesotho, Kingdom of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1029.076","1116.800","1124.843","1043.887","928.283","1071.522","986.621","950.347","974.349","1001.076"
"IMF.RES:WEO(9.0.0)","CIV.NID_NGDP.A","OBS_VALUE","Côte d'Ivoire","Gross capital formation, Percent of GDP","Annual","Units","23.195","20.819","22.253","21.990","21.743","23.575","27.485","26.097","26.798","28.105"
"IMF.RES:WEO(9.0.0)","CIV.GGXWDG_NGDP.A","OBS_VALUE","Côte d'Ivoire","Gross debt, General government, Percent of GDP","Annual","Units","31.118","32.595","35.317","37.216","46.315","50.165","56.035","57.528","59.253","55.596"
"IMF.RES:WEO(9.0.0)","MLI.NID_NGDP.A","OBS_VALUE","Mali","Gross capital formation, Percent of GDP","Annual","Units","23.963","21.590","20.458","22.532","17.336","21.783","18.737","17.785","17.477","17.816"
"IMF.RES:WEO(9.0.0)","MUS.GGXWDG_NGDP.A","OBS_VALUE","Mauritius","Gross debt, General government, Percent of GDP","Annual","Units","62.596","61.337","63.148","81.068","91.896","86.134","81.804","81.451","87.921","88.132"
"IMF.RES:WEO(9.0.0)","MLI.GGXWDG_NGDP.A","OBS_VALUE","Mali","Gross debt, General government, Percent of GDP","Annual","Units","37.221","38.226","37.524","40.725","47.334","51.561","50.342","51.881","51.731","48.871"
"IMF.RES:WEO(9.0.0)","MWI.NID_NGDP.A","OBS_VALUE","Malawi","Gross capital formation, Percent of GDP","Annual","Units","7.276","9.584","7.889","7.880","7.528","9.056","13.376","11.811","12.707","11.277"
"IMF.RES:WEO(9.0.0)","MDG.NGDPDPC.A","OBS_VALUE","Madagascar, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","489.439","528.379","535.948","531.750","477.375","509.430","529.174","533.148","569.409","616.221"
"IMF.RES:WEO(9.0.0)","LBY.NGDPDPC.A","OBS_VALUE","Libya","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7817.631","10413.840","11773.860","10525.706","7058.334","5248.302","6386.468","6422.118","6995.786","6866.143"
"IMF.RES:WEO(9.0.0)","MDG.NID_NGDP.A","OBS_VALUE","Madagascar, Republic of","Gross capital formation, Percent of GDP","Annual","Units","16.366","15.806","20.703","22.684","17.715","16.389","22.162","19.908","22.224","23.459"
"IMF.RES:WEO(9.0.0)","MAR.NID_NGDP.A","OBS_VALUE","Morocco","Gross capital formation, Percent of GDP","Annual","Units","31.747","31.456","31.941","30.421","28.620","30.513","30.287","28.835","29.923","30.830"
"IMF.RES:WEO(9.0.0)","NGA.GGXWDG_NGDP.A","OBS_VALUE","Nigeria","Gross debt, General government, Percent of GDP","Annual","Units","17.376","18.005","20.377","21.440","25.723","26.624","29.838","36.336","39.333","36.382"
"IMF.RES:WEO(9.0.0)","NER.NID_NGDP.A","OBS_VALUE","Niger","Gross capital formation, Percent of GDP","Annual","Units","28.637","26.221","29.025","30.233","31.222","31.823","27.324","23.893","20.080","22.338"
"IMF.RES:WEO(9.0.0)","NER.GGXWDG_NGDP.A","OBS_VALUE","Niger","Gross debt, General government, Percent of GDP","Annual","Units","32.827","36.507","37.010","39.787","44.971","51.338","50.599","51.811","47.221","42.230"
"IMF.RES:WEO(9.0.0)","MLI.NGDPDPC.A","OBS_VALUE","Mali","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","730.654","775.248","835.463","820.232","805.506","862.921","837.298","891.260","930.281","1013.642"
"IMF.RES:WEO(9.0.0)","MRT.GGXWDG_NGDP.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross debt, General government, Percent of GDP","Annual","Units","57.554","55.664","59.182","57.687","56.489","54.450","50.457","47.121","42.824","41.196"
"IMF.RES:WEO(9.0.0)","MUS.NGDPDPC.A","OBS_VALUE","Mauritius","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9967.673","10844.145","11642.891","11407.849","9010.929","9086.524","10234.545","11187.885","11908.815","12518.848"
"IMF.RES:WEO(9.0.0)","MAR.GGXWDG_NGDP.A","OBS_VALUE","Morocco","Gross debt, General government, Percent of GDP","Annual","Units","60.084","60.261","60.458","60.270","72.245","69.351","71.372","68.705","67.734","67.206"
"IMF.RES:WEO(9.0.0)","MRT.NGDPDPC.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1690.813","1758.542","1882.203","1945.050","2040.677","2152.336","2206.776","2420.630","2429.740","2582.099"
"IMF.RES:WEO(9.0.0)","MRT.NID_NGDP.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross capital formation, Percent of GDP","Annual","Units","31.278","37.899","46.450","47.963","38.659","40.616","49.068","44.544","43.082","33.610"
"IMF.RES:WEO(9.0.0)","MUS.NID_NGDP.A","OBS_VALUE","Mauritius","Gross capital formation, Percent of GDP","Annual","Units","17.273","17.668","18.873","19.436","18.215","19.793","20.456","19.883","21.143","23.836"
"IMF.RES:WEO(9.0.0)","STP.NGDPDPC.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1443.396","1571.473","1840.572","1949.978","2187.545","2381.406","2412.104","3013.902","3516.866","4060.877"
"IMF.RES:WEO(9.0.0)","STP.NID_NGDP.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross capital formation, Percent of GDP","Annual","Units","31.628","29.323","22.734","23.088","18.385","28.049","38.045","25.156","27.062","26.178"
"IMF.RES:WEO(9.0.0)","MOZ.NGDPDPC.A","OBS_VALUE","Mozambique, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","433.672","463.005","510.380","512.216","456.582","504.038","572.757","617.189","652.507","690.010"
"IMF.RES:WEO(9.0.0)","MAR.NGDPDPC.A","OBS_VALUE","Morocco","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3235.218","3401.256","3615.592","3622.679","3375.438","3911.053","3579.092","3945.134","4297.716","4762.729"
"IMF.RES:WEO(9.0.0)","MOZ.NID_NGDP.A","OBS_VALUE","Mozambique, Republic of","Gross capital formation, Percent of GDP","Annual","Units","46.280","32.204","45.981","40.846","44.827","40.369","43.204","19.535","17.660","51.278"
"IMF.RES:WEO(9.0.0)","NER.NGDPDPC.A","OBS_VALUE","Niger","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","497.885","517.589","570.983","554.124","568.606","593.802","592.621","621.040","707.470","788.616"
"IMF.RES:WEO(9.0.0)","NGA.NGDPDPC.A","OBS_VALUE","Nigeria","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2918.237","2642.355","2897.926","3189.809","2797.831","2789.005","2893.477","2138.585","1083.505","1199.623"
"IMF.RES:WEO(9.0.0)","SOM.NGDPDPC.A","OBS_VALUE","Somalia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","558.643","606.778","563.115","602.186","583.956","624.408","653.449","683.343","736.999","763.077"
"IMF.RES:WEO(9.0.0)","SEN.NID_NGDP.A","OBS_VALUE","Senegal","Gross capital formation, Percent of GDP","Annual","Units","25.362","29.816","32.648","31.965","36.183","36.652","47.135","47.157","37.886","30.997"
"IMF.RES:WEO(9.0.0)","SEN.NGDPDPC.A","OBS_VALUE","Senegal","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1269.553","1361.221","1458.730","1436.224","1465.244","1603.346","1569.896","1690.403","1758.552","1921.391"
"IMF.RES:WEO(9.0.0)","SYC.GGXWDG_NGDP.A","OBS_VALUE","Seychelles","Gross debt, General government, Percent of GDP","Annual","Units","62.844","56.653","51.258","48.854","77.371","70.964","60.008","55.293","57.607","56.708"
"IMF.RES:WEO(9.0.0)","RWA.NID_NGDP.A","OBS_VALUE","Rwanda","Gross capital formation, Percent of GDP","Annual","Units","26.150","23.837","22.328","27.031","23.737","26.967","25.736","23.584","25.914","25.223"
"IMF.RES:WEO(9.0.0)","STP.GGXWDG_NGDP.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross debt, General government, Percent of GDP","Annual","Units","104.568","92.298","95.855","98.638","90.962","85.058","86.762","73.226","64.809","51.381"
"IMF.RES:WEO(9.0.0)","ZWE.GGXWDG_NGDP.A","OBS_VALUE","Zimbabwe","Gross debt, General government, Percent of GDP","Annual","Units","35.054","48.981","32.957","53.889","56.811","39.891","66.789","76.127","73.049","44.998"
"IMF.RES:WEO(9.0.0)","ZWE.NGDPDPC.A","OBS_VALUE","Zimbabwe","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2035.744","2114.667","3602.040","2605.119","2564.733","3295.669","2992.861","2669.191","2892.710","3070.883"
"IMF.RES:WEO(9.0.0)","NGA.NID_NGDP.A","OBS_VALUE","Nigeria","Gross capital formation, Percent of GDP","Annual","Units","11.118","11.101","14.163","20.385","21.059","19.233","18.096","17.552","16.783","17.614"
"IMF.RES:WEO(9.0.0)","RWA.NGDPDPC.A","OBS_VALUE","Rwanda","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","753.905","783.540","797.182","836.313","803.463","854.124","1005.041","1061.641","1028.469","1042.998"
"IMF.RES:WEO(9.0.0)","RWA.GGXWDG_NGDP.A","OBS_VALUE","Rwanda","Gross debt, General government, Percent of GDP","Annual","Units","41.070","45.634","49.236","53.643","68.714","67.251","60.903","63.422","67.244","73.204"
"IMF.RES:WEO(9.0.0)","SSD.NID_NGDP.A","OBS_VALUE","South Sudan, Republic of","Gross capital formation, Percent of GDP","Annual","Units","22.749","21.632","13.427","19.736","35.994","61.085","46.468","26.423","14.422","13.617"
"IMF.RES:WEO(9.0.0)","SDN.GGXWDG_NGDP.A","OBS_VALUE","Sudan","Gross debt, General government, Percent of GDP","Annual","Units","109.930","149.539","209.809","216.501","278.334","189.638","186.871","259.889","261.429","221.461"
"IMF.RES:WEO(9.0.0)","SSD.NGDPDPC.A","OBS_VALUE","South Sudan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","180.688","94.554","214.256","302.262","393.589","418.969","516.284","492.963","300.856","313.218"
"IMF.RES:WEO(9.0.0)","SYC.NGDPDPC.A","OBS_VALUE","Seychelles","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","16721.449","17738.310","18602.985","19366.719","14235.574","15195.623","20403.958","21917.602","21628.963","21955.934"
"IMF.RES:WEO(9.0.0)","SLE.GGXWDG_NGDP.A","OBS_VALUE","Sierra Leone","Gross debt, General government, Percent of GDP","Annual","Units","38.860","44.182","44.165","45.274","46.366","47.062","53.974","49.474","41.743","41.228"
"IMF.RES:WEO(9.0.0)","SYC.NID_NGDP.A","OBS_VALUE","Seychelles","Gross capital formation, Percent of GDP","Annual","Units","29.770","29.826","28.368","26.918","21.741","25.511","23.073","24.688","23.991","25.380"
"IMF.RES:WEO(9.0.0)","SEN.GGXWDG_NGDP.A","OBS_VALUE","Senegal","Gross debt, General government, Percent of GDP","Annual","Units","47.524","61.139","61.523","81.486","90.230","98.556","105.040","118.375","128.432","122.949"
"IMF.RES:WEO(9.0.0)","SLE.NID_NGDP.A","OBS_VALUE","Sierra Leone","Gross capital formation, Percent of GDP","Annual","Units","12.250","11.879","15.617","16.026","15.341","14.103","14.881","19.717","18.297","17.391"
"IMF.RES:WEO(9.0.0)","SLE.NGDPDPC.A","OBS_VALUE","Sierra Leone","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","837.993","789.130","845.885","843.132","844.456","885.106","860.157","756.046","901.648","979.511"
"IMF.RES:WEO(9.0.0)","TZA.NGDPDPC.A","OBS_VALUE","Tanzania, United Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","966.292","1017.437","1001.744","1043.939","1092.613","1137.865","1205.866","1237.196","1214.696","1301.737"
"IMF.RES:WEO(9.0.0)","TZA.NID_NGDP.A","OBS_VALUE","Tanzania, United Republic of","Gross capital formation, Percent of GDP","Annual","Units","32.175","33.262","32.775","34.268","38.484","40.795","39.261","37.068","37.067","37.507"
"IMF.RES:WEO(9.0.0)","TZA.GGXWDG_NGDP.A","OBS_VALUE","Tanzania, United Republic of","Gross debt, General government, Percent of GDP","Annual","Units","39.797","40.109","42.032","40.437","41.269","43.394","44.854","47.804","49.860","49.585"
"IMF.RES:WEO(9.0.0)","NAM.NID_NGDP.A","OBS_VALUE","Namibia","Gross capital formation, Percent of GDP","Annual","Units","21.962","17.708","14.860","15.276","14.158","17.503","20.107","28.023","25.634","22.102"
"IMF.RES:WEO(9.0.0)","NAM.NGDPDPC.A","OBS_VALUE","Namibia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4454.900","5210.902","5381.470","4798.261","3937.667","4476.585","4406.551","4235.653","4471.812","4816.295"
"IMF.RES:WEO(9.0.0)","SDN.NGDPDPC.A","OBS_VALUE","Sudan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1638.638","1199.177","800.064","728.420","794.606","772.366","717.641","772.168","593.884","711.995"
"IMF.RES:WEO(9.0.0)","NAM.GGXWDG_NGDP.A","OBS_VALUE","Namibia","Gross debt, General government, Percent of GDP","Annual","Units","45.833","43.829","48.744","57.568","64.297","69.604","69.433","67.160","67.702","63.566"
"IMF.RES:WEO(9.0.0)","ZMB.NID_NGDP.A","OBS_VALUE","Zambia","Gross capital formation, Percent of GDP","Annual","Units","38.206","41.002","38.586","39.262","32.245","31.367","26.981","31.445","30.969","32.288"
"IMF.RES:WEO(9.0.0)","TUN.NGDPDPC.A","OBS_VALUE","Tunisia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3890.127","3656.508","3661.194","3556.377","3569.972","3895.114","3676.784","3967.481","4290.426","4751.548"
"IMF.RES:WEO(9.0.0)","ZMB.NGDPDPC.A","OBS_VALUE","Zambia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1250.324","1495.751","1475.200","1268.125","958.265","1134.713","1456.901","1340.705","1245.619","1352.989"
"IMF.RES:WEO(9.0.0)","SWZ.GGXWDG_NGDP.A","OBS_VALUE","Eswatini, Kingdom of","Gross debt, General government, Percent of GDP","Annual","Units","20.103","21.699","26.456","30.523","37.826","37.481","39.529","39.371","39.205","42.839"
"IMF.RES:WEO(9.0.0)","SWZ.NID_NGDP.A","OBS_VALUE","Eswatini, Kingdom of","Gross capital formation, Percent of GDP","Annual","Units","17.762","16.192","17.123","17.661","14.284","16.693","14.828","16.086","15.397","14.972"
"IMF.RES:WEO(9.0.0)","TGO.GGXWDG_NGDP.A","OBS_VALUE","Togo","Gross debt, General government, Percent of GDP","Annual","Units","59.909","57.106","58.025","54.933","62.211","64.863","67.006","68.603","72.085","71.854"
"IMF.RES:WEO(9.0.0)","SWZ.NGDPDPC.A","OBS_VALUE","Eswatini, Kingdom of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3463.447","4115.891","4236.016","4167.130","3681.927","4230.468","4147.311","3985.408","4235.153","4409.528"
"IMF.RES:WEO(9.0.0)","TUN.GGXWDG_NGDP.A","OBS_VALUE","Tunisia","Gross debt, General government, Percent of GDP","Annual","Units","58.908","67.099","72.908","67.297","77.708","79.728","82.985","84.013","83.389","80.623"
"IMF.RES:WEO(9.0.0)","TGO.NGDPDPC.A","OBS_VALUE","Togo","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","772.368","792.486","851.507","826.290","853.547","938.861","895.102","974.262","1023.925","1119.598"
